SURVEYR,descrip_E,QUESTION,TITLE_E,ANSWER1,Strongly Agree,ANSWER2,Somewhat Agree,ANSWER3,Neither Agree Nor Disagree,ANSWER4,Somewhat Disagree,ANSWER5,Strongly Disagree,ANSWER6,Don't Know,ANSWER7,Not Applicable
2022,Health Canada,Q11,"Question 11. Overall, I feel valued at work.",thirty nine percent voted for ,I feel highly valued at work.,thirty five percent voted for ,I feel somewhat valued at work.,eleven percent voted for ,I am neutral about feeling valued at work.,nine percent voted for ,I rarely feel valued at work.,six percent voted for ,I do not feel valued at all at work.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2020,Public Service,Q11,"Question 11. Overall, I feel valued at work.",thirty six percent voted for ,I feel highly valued at work.,thirty six percent voted for ,I feel somewhat valued at work.,thirteen percent voted for ,I am neutral about feeling valued at work.,nine percent voted for ,I rarely feel valued at work.,six percent voted for ,I do not feel valued at all at work.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2020,Health Canada,Q11,"Question 11. Overall, I feel valued at work.",forty percent voted for ,I feel highly valued at work.,thirty seven percent voted for ,I feel somewhat valued at work.,eleven percent voted for ,I am neutral about feeling valued at work.,eight percent voted for ,I rarely feel valued at work.,four percent voted for ,I do not feel valued at all at work.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2019,Public Service,Q11,"Question 11. Overall, I feel valued at work.",thirty two percent voted for ,I feel highly valued at work.,thirty six percent voted for ,I feel somewhat valued at work.,fourteen percent voted for ,I am neutral about feeling valued at work.,ten percent voted for ,I rarely feel valued at work.,eight percent voted for ,I do not feel valued at all at work.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2019,Health Canada,Q11,"Question 11. Overall, I feel valued at work.",thirty seven percent voted for ,I feel highly valued at work.,thirty seven percent voted for ,I feel somewhat valued at work.,twelve percent voted for ,I am neutral about feeling valued at work.,ten percent voted for ,I rarely feel valued at work.,five percent voted for ,I do not feel valued at all at work.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2018,Public Service,Q11,"Question 11. Overall, I feel valued at work.",twenty nine percent voted for ,I feel highly valued at work.,thirty seven percent voted for ,I feel somewhat valued at work.,fourteen percent voted for ,I am neutral about feeling valued at work.,eleven percent voted for ,I rarely feel valued at work.,nine percent voted for ,I do not feel valued at all at work.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2018,Health Canada,Q11,"Question 11. Overall, I feel valued at work.",thirty five percent voted for ,I feel highly valued at work.,thirty seven percent voted for ,I feel somewhat valued at work.,twelve percent voted for ,I am neutral about feeling valued at work.,nine percent voted for ,I rarely feel valued at work.,six percent voted for ,I do not feel valued at all at work.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2022,Public Service,Q12,Question 12. I am proud of the work that I do.,fifty three percent voted for ,I take great pride in my work.,thirty two percent voted for ,I take some pride in my work.,nine percent voted for ,I am neutral about how proud I feel about my work.,three percent voted for ,I do not feel much pride in my work.,two percent voted for ,I am not proud of the work I do.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2022,Health Canada,Q12,Question 12. I am proud of the work that I do.,fifty one percent voted for ,I take great pride in my work.,thirty two percent voted for ,I take some pride in my work.,ten percent voted for ,I am neutral about how proud I feel about my work.,four percent voted for ,I do not feel much pride in my work.,two percent voted for ,I am not proud of the work I do.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2020,Public Service,Q12,Question 12. I am proud of the work that I do.,fifty four percent voted for ,I take great pride in my work.,thirty two percent voted for ,I take some pride in my work.,nine percent voted for ,I am neutral about how proud I feel about my work.,three percent voted for ,I do not feel much pride in my work.,two percent voted for ,I am not proud of the work I do.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2020,Health Canada,Q12,Question 12. I am proud of the work that I do.,fifty four percent voted for ,I take great pride in my work.,thirty three percent voted for ,I take some pride in my work.,nine percent voted for ,I am neutral about how proud I feel about my work.,three percent voted for ,I do not feel much pride in my work.,one percent voted for ,I am not proud of the work I do.,zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
